"","pldel","birattnd","mager8","ormoth","mrace","meduc6","dmar","mplbir","mpre5","adequacy","orfath","frace","gestat10","anemia","cardiac","lung","diabetes","herpes","hydra","hemo","chyper","phyper","eclamp","incervix","pre4000","preterm","renal","rh","uterine","othermr","tobacco","alcohol","cigar6","drink5","nprevistq","dfageq","feduc6","dlivord_min","dtotord_min","mplbir_reg","T","target","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,4,95,233,67,158,0.289634146341463,0.297777777777778,-0.00814363143631436,-0.143232484076433,0.135088852640119,553
"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,NA,NA,7,16,32,13,29,0.333333333333333,0.30952380952381,0.0238095238095238,-0.233142037302726,0.25695156111225,90
"3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,NA,NA,8,29,76,24,52,0.276190476190476,0.315789473684211,-0.0395989974937343,-0.047064047064047,0.00746504957031274,181
"4",1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,1,1,NA,NA,10,16,45,8,18,0.262295081967213,0.307692307692308,-0.0453972257250946,-0.096969696969697,0.0515724712446024,87
"5",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,11,15,31,8,15,0.326086956521739,0.347826086956522,-0.0217391304347826,0.188868042526579,0.210607172961362,69
"6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,13,7,61,12,52,0.102941176470588,0.1875,-0.0845588235294118,-0.0625,0.0220588235294118,132
"7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA,NA,15,12,110,16,54,0.0983606557377049,0.228571428571429,-0.130210772833724,0.0267977636398689,0.157008536473593,192
"8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,NA,NA,NA,16,4,45,5,29,0.0816326530612245,0.147058823529412,-0.0654261704681873,0.2,0.265426170468187,83
"9",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,NA,NA,NA,21,1,43,3,54,0.0227272727272727,0.0526315789473684,-0.0299043062200957,-0.11874213836478,0.0888378321446842,101
"10",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,NA,NA,NA,22,0,36,2,31,0,0.0606060606060606,-0.0606060606060606,-0.00594227504244482,0.0546637855636158,69
"11",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,NA,NA,NA,23,3,36,1,15,0.0769230769230769,0.0625,0.0144230769230769,0,0.0144230769230769,55
"12",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,24,3,140,2,80,0.020979020979021,0.024390243902439,-0.00341122292341805,-0.00311503374619892,0.000296189177219129,225
"13",1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,27,2,47,2,41,0.0408163265306122,0.0465116279069767,-0.0056953013763645,-0.05,0.0443046986236355,92
"14",1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,29,0,35,0,28,0,0,0,-0.0277777777777778,0.0277777777777778,63
"15",1,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,31,2,66,1,45,0.0294117647058824,0.0217391304347826,0.00767263427109974,0,0.00767263427109974,114
"16",1,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,32,4,79,0,57,0.0481927710843374,0,0.0481927710843374,0.0597014925373134,0.0115087214529761,140
