"","pldel","birattnd","mager8","ormoth","mrace","meduc6","dmar","mplbir","mpre5","adequacy","orfath","frace","gestat10","anemia","cardiac","lung","diabetes","herpes","hydra","hemo","chyper","phyper","eclamp","incervix","pre4000","preterm","renal","rh","uterine","othermr","tobacco","alcohol","cigar6","drink5","nprevistq","dfageq","feduc6","dlivord_min","dtotord_min","mplbir_reg","T","target","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,14,32,22,26,0.304347826086957,0.458333333333333,-0.153985507246377,-0.286317567567568,0.132332060321191,94
"2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,8,23,80,16,59,0.223300970873786,0.213333333333333,0.00996763754045307,-0.322900031938678,0.332867669479131,178
"3",NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,1,NA,0,NA,0,NA,1,1,0,NA,NA,NA,NA,11,9,33,7,15,0.214285714285714,0.318181818181818,-0.103896103896104,-0.237458193979933,0.133562090083829,64
"4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,12,4,35,2,9,0.102564102564103,0.181818181818182,-0.0792540792540793,0.0174731182795699,0.0967271975336491,50
"5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,1,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,13,6,27,6,23,0.181818181818182,0.206896551724138,-0.0250783699059561,0.118518518518519,0.143596888424475,62
"6",NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25,102,24,66,0.196850393700787,0.266666666666667,-0.0698162729658793,-0.1615,0.0916837270341208,217
"7",NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,17,38,124,27,100,0.234567901234568,0.21259842519685,0.0219694760377175,-0.0489855072463768,0.0709549832840943,289
"8",NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,18,11,65,10,29,0.144736842105263,0.256410256410256,-0.111673414304993,0.115968427443837,0.22764184174883,115
"9",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,1,NA,NA,NA,NA,21,18,47,10,30,0.276923076923077,0.25,0.0269230769230769,-0.147777777777778,0.174700854700855,105
"10",NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,22,5,14,6,11,0.263157894736842,0.352941176470588,-0.0897832817337462,-0.0102171136653895,0.0795661680683566,36
"11",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,23,17,34,13,34,0.333333333333333,0.276595744680851,0.0567375886524822,0.118815456843626,0.0620778681911436,98
"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,25,4,245,8,178,0.0160642570281124,0.043010752688172,-0.0269464956600596,-0.0274588518667202,0.000512356206660593,435
