"","pldel","birattnd","mager8","ormoth","mrace","meduc6","dmar","mplbir","mpre5","adequacy","orfath","frace","gestat10","anemia","cardiac","lung","diabetes","herpes","hydra","hemo","chyper","phyper","eclamp","incervix","pre4000","preterm","renal","rh","uterine","othermr","tobacco","alcohol","cigar6","drink5","nprevistq","dfageq","feduc6","dlivord_min","dtotord_min","mplbir_reg","T","target","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,NA,0,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,9,16,8,7,0.36,0.533333333333333,-0.173333333333333,-0.5,0.326666666666667,40
"2",NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,10,22,11,14,0.3125,0.44,-0.1275,-0.144927536231884,0.0174275362318841,57
"3",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,120,425,90,280,0.220183486238532,0.243243243243243,-0.0230597570047111,-0.0843035200657444,0.0612437630610333,915
"4",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,1,NA,NA,NA,NA,11,19,49,11,36,0.279411764705882,0.234042553191489,0.045369211514393,-0.155487804878049,0.200857016392442,115
"5",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12,3,19,7,17,0.136363636363636,0.291666666666667,-0.15530303030303,0.0619369369369369,0.217239967239967,46
"6",NA,0,NA,0,1,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,14,6,18,3,9,0.25,0.25,0,-0.0248447204968944,0.0248447204968944,36
"7",NA,0,NA,0,1,NA,NA,1,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,15,12,24,6,20,0.333333333333333,0.230769230769231,0.102564102564103,0.26890756302521,0.166343460461108,62
"8",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,8,28,14,21,0.222222222222222,0.4,-0.177777777777778,0.0805921052631579,0.258369883040936,71
"9",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,19,1,34,4,22,0.0285714285714286,0.153846153846154,-0.125274725274725,-0.136363636363636,0.0110889110889111,61
"10",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,22,3,86,1,63,0.0337078651685393,0.015625,0.0180828651685393,-0.0606060606060606,0.0786889257745999,153
