"","pldel","birattnd","mager8","ormoth","mrace","meduc6","dmar","mplbir","mpre5","adequacy","orfath","frace","gestat10","anemia","cardiac","lung","diabetes","herpes","hydra","hemo","chyper","phyper","eclamp","incervix","pre4000","preterm","renal","rh","uterine","othermr","tobacco","alcohol","cigar6","drink5","nprevistq","dfageq","feduc6","dlivord_min","dtotord_min","mplbir_reg","T","target","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,8,12,35,12,22,0.25531914893617,0.352941176470588,-0.0976220275344181,-0.344705361098804,0.247083333564386,81
"2",NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,10,7,22,6,21,0.241379310344828,0.222222222222222,0.0191570881226054,-0.349206349206349,0.368363437328955,56
"3",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,11,15,27,10,26,0.357142857142857,0.277777777777778,0.0793650793650794,-0.0908733280881196,0.170238407453199,78
"4",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,33,116,19,50,0.221476510067114,0.27536231884058,-0.0538858087734656,-0.0727147411045059,0.0188289323310403,218
"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,13,74,249,68,172,0.229102167182663,0.283333333333333,-0.0542311661506708,-0.0848638194535329,0.0306326533028621,563
"6",1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,14,2,14,2,9,0.125,0.181818181818182,-0.0568181818181818,0.104347826086957,0.161166007905138,27
"7",1,NA,NA,0,0,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,45,1,29,0.0217391304347826,0.0333333333333333,-0.0115942028985507,-0.135135135135135,0.123540932236584,76
"8",1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,33,1,24,0,0.04,-0.04,0,0.04,58
"9",1,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,22,1,120,0,86,0.00826446280991736,0,0.00826446280991736,-0.0482120051085568,0.0564764679184742,207
"10",1,NA,1,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,23,1,54,1,43,0.0181818181818182,0.0227272727272727,-0.00454545454545455,0.0196078431372549,0.0241532976827094,99
"11",1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,1,NA,NA,NA,25,4,71,0,35,0.0533333333333333,0,0.0533333333333333,0,0.0533333333333333,110
"12",1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA,NA,1,0,NA,NA,NA,26,3,35,0,43,0.0789473684210526,0,0.0789473684210526,0.05,0.0289473684210526,81
"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,28,4,57,0,57,0.0655737704918033,0,0.0655737704918033,-0.0111642743221691,0.0767380448139723,118
"14",NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,3,28,2,20,0.0967741935483871,0.0909090909090909,0.00586510263929618,0.0857142857142857,0.0798491830749895,53
"15",1,NA,NA,0,NA,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,8,32,5,24,0.2,0.172413793103448,0.0275862068965517,-0.169590643274854,0.197176850171406,69
"16",1,NA,NA,0,NA,NA,1,0,NA,NA,0,1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,11,44,10,30,0.2,0.25,-0.05,-0.0855614973262032,0.0355614973262032,95
"17",1,NA,NA,0,NA,NA,0,0,NA,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,35,4,44,5,19,0.0833333333333333,0.208333333333333,-0.125,0.201419698314108,0.326419698314108,72
"18",1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,0,53,1,48,0,0.0204081632653061,-0.0204081632653061,-0.0196078431372549,0.000800320128051219,102
"19",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,17,61,19,48,0.217948717948718,0.283582089552239,-0.0656333716035208,0.158936946326212,0.224570317929732,145
"20",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,7,22,5,20,0.241379310344828,0.2,0.0413793103448276,0.265984654731458,0.22460534438663,54
