"","pldel","birattnd","mager8","ormoth","mrace","meduc6","dmar","mplbir","mpre5","adequacy","orfath","frace","gestat10","anemia","cardiac","lung","diabetes","herpes","hydra","hemo","chyper","phyper","eclamp","incervix","pre4000","preterm","renal","rh","uterine","othermr","tobacco","alcohol","cigar6","drink5","nprevistq","dfageq","feduc6","dlivord_min","dtotord_min","mplbir_reg","T","target","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,8,17,13,7,0.32,0.65,-0.33,-0.384615384615385,0.0546153846153846,45
"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,7,14,39,1,30,0.264150943396226,0.032258064516129,0.231892878880097,-0.281818181818182,0.513711060698279,84
"3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,8,11,16,6,16,0.407407407407407,0.272727272727273,0.134680134680135,-0.185897435897436,0.320577570577571,49
"4",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,11,15,34,5,11,0.306122448979592,0.3125,-0.00637755102040816,-0.242857142857143,0.236479591836735,65
"5",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,12,31,140,18,63,0.181286549707602,0.222222222222222,-0.0409356725146199,-0.0476190476190476,0.00668337510442774,252
"6",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,13,20,113,38,90,0.150375939849624,0.296875,-0.146499060150376,0.0336338915128095,0.180132951663185,261
"7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,14,82,282,76,174,0.225274725274725,0.304,-0.0787252747252747,0.00341763499658237,0.0821429097218571,614
"8",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,28,1,25,0,0.0384615384615385,-0.0384615384615385,-0.185185185185185,0.146723646723647,54
"9",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,58,2,39,0.0169491525423729,0.0487804878048781,-0.0318313352625052,0.00121951219512195,0.0330508474576271,100
"10",1,NA,NA,NA,NA,NA,1,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,70,4,46,0,0.08,-0.08,-0.0178571428571429,0.0621428571428571,120
"11",1,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,1,NA,0,NA,NA,NA,NA,25,2,61,0,30,0.0317460317460317,0,0.0317460317460317,-0.0666666666666667,0.0984126984126984,93
"12",1,NA,NA,NA,NA,NA,1,1,0,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,1,NA,0,NA,NA,NA,NA,26,0,46,1,37,0,0.0263157894736842,-0.0263157894736842,0.0181818181818182,0.0444976076555024,84
"13",1,NA,NA,NA,NA,NA,1,1,0,0,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,28,0,28,2,29,0,0.0645161290322581,-0.0645161290322581,0,0.0645161290322581,59
"14",1,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,29,0,40,2,24,0,0.0769230769230769,-0.0769230769230769,0.0434782608695652,0.120401337792642,66
"15",1,NA,NA,0,NA,NA,1,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,31,0,20,1,14,0,0.0666666666666667,-0.0666666666666667,0,0.0666666666666667,35
"16",1,NA,NA,NA,NA,NA,1,NA,0,0,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,32,3,113,0,88,0.0258620689655172,0,0.0258620689655172,0.0630630630630631,0.0372009940975458,204
"17",NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,4,107,2,72,0.036036036036036,0.027027027027027,0.00900900900900901,0.0754716981132075,0.0664626891041985,185
