"","pldel","birattnd","mager8","ormoth","mrace","meduc6","dmar","mplbir","mpre5","adequacy","orfath","frace","gestat10","anemia","cardiac","lung","diabetes","herpes","hydra","hemo","chyper","phyper","eclamp","incervix","pre4000","preterm","renal","rh","uterine","othermr","tobacco","alcohol","cigar6","drink5","nprevistq","dfageq","feduc6","dlivord_min","dtotord_min","mplbir_reg","T","target","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,25,19,13,0.375,0.59375,-0.21875,-0.299811439346323,0.0810614393463231,72
"2",1,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,7,11,46,6,15,0.192982456140351,0.285714285714286,-0.0927318295739348,-0.262121212121212,0.169389382547277,78
"3",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,111,382,75,236,0.225152129817444,0.241157556270096,-0.0160054264526522,-0.108816741037083,0.0928113145844304,804
"4",1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,11,19,65,7,27,0.226190476190476,0.205882352941176,0.0203081232492997,-0.129878048780488,0.150186172029788,118
"5",1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,12,15,27,8,25,0.357142857142857,0.242424242424242,0.114718614718615,0.153963414634146,0.0392447999155316,75
"6",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,23,82,18,64,0.219047619047619,0.219512195121951,-0.000464576074332174,0.00555555555555556,0.00602013162988774,187
"7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,8,12,3,16,0.4,0.157894736842105,0.242105263157895,0.147826086956522,0.094279176201373,39
"8",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17,0,31,1,17,0,0.0555555555555556,-0.0555555555555556,-0.171428571428571,0.115873015873016,49
"9",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18,5,231,6,171,0.0211864406779661,0.0338983050847458,-0.0127118644067797,-0.00747430706944877,0.00523755733733089,413
"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21,1,46,1,26,0.0212765957446809,0.037037037037037,-0.0157604412923562,-0.0555555555555556,0.0397951142631994,74
"11",1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,22,0,34,0,25,0,0,0,0,0,59
"12",1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,25,2,105,2,91,0.0186915887850467,0.021505376344086,-0.0028137875590393,-0.01538123489343,0.0125674473343907,200
"13",1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,26,2,47,1,25,0.0408163265306122,0.0384615384615385,0.00235478806907378,0.0612244897959184,0.0588697017268446,75
"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,27,3,81,0,64,0.0357142857142857,0,0.0357142857142857,0.0989010989010989,0.0631868131868132,148
