"","pldel","birattnd","mager8","ormoth","mrace","meduc6","dmar","mplbir","mpre5","adequacy","orfath","frace","gestat10","anemia","cardiac","lung","diabetes","herpes","hydra","hemo","chyper","phyper","eclamp","incervix","pre4000","preterm","renal","rh","uterine","othermr","tobacco","alcohol","cigar6","drink5","nprevistq","dfageq","feduc6","dlivord_min","dtotord_min","mplbir_reg","T","target","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,6,4,21,4,16,0.16,0.2,-0.04,-0.370967741935484,0.330967741935484,45
"2",1,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,25,91,21,59,0.21551724137931,0.2625,-0.0469827586206897,-0.128538128538129,0.0815553699174389,196
"3",1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,9,2,26,1,39,0.0714285714285714,0.025,0.0464285714285714,-0.0888888888888889,0.13531746031746,68
"4",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,10,0,50,0,44,0,0,0,-0.00648148148148148,0.00648148148148148,94
"5",1,0,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,13,5,24,3,20,0.172413793103448,0.130434782608696,0.0419790104947526,-0.305854241338112,0.347833251832865,52
"6",1,NA,NA,NA,0,NA,NA,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,17,5,36,9,31,0.121951219512195,0.225,-0.103048780487805,-0.242929292929293,0.139880512441488,81
"7",1,NA,NA,NA,0,NA,NA,1,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,18,5,27,4,20,0.15625,0.166666666666667,-0.0104166666666667,-0.0606060606060606,0.050189393939394,56
"8",1,NA,NA,NA,0,NA,NA,1,0,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,NA,21,18,53,17,38,0.253521126760563,0.309090909090909,-0.0555697823303457,-0.163816878102592,0.108247095772247,126
"9",1,0,NA,NA,0,NA,NA,1,0,0,NA,NA,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,22,0,30,0,28,0,0,0,-0.0526315789473684,0.0526315789473684,58
"10",1,NA,NA,NA,0,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,23,12,79,12,59,0.131868131868132,0.169014084507042,-0.0371459526389104,0.0571428571428571,0.0942888097817675,162
"11",1,NA,NA,NA,1,NA,NA,1,0,0,NA,NA,1,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,25,0,18,0,19,0,0,0,0,0,37
"12",1,0,NA,NA,1,NA,NA,1,0,0,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,26,8,20,5,16,0.285714285714286,0.238095238095238,0.0476190476190476,0.184729064039409,0.137110016420361,49
"13",NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5,26,3,10,0.161290322580645,0.230769230769231,-0.0694789081885856,-0.0289655172413793,0.0405133909472063,44
"14",NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,4,21,7,29,0.16,0.194444444444444,-0.0344444444444444,0.19746276889134,0.231907213335785,61
"15",NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,20,157,19,67,0.112994350282486,0.22093023255814,-0.107935882275654,-0.105804440981691,0.00213144129396298,263
"16",1,NA,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,34,7,46,3,30,0.132075471698113,0.0909090909090909,0.0411663807890223,-0.0285326086956522,0.0696989894846745,86
"17",1,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,35,4,37,2,14,0.0975609756097561,0.125,-0.0274390243902439,0.104674796747967,0.132113821138211,57
"18",1,NA,0,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,17,85,11,63,0.166666666666667,0.148648648648649,0.018018018018018,-0.0437201907790143,0.0617382087970323,176
"19",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,43,320,43,164,0.118457300275482,0.207729468599034,-0.0892721683235517,0.0635883084577114,0.152860476781263,570
"20",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,10,28,5,22,0.263157894736842,0.185185185185185,0.0779727095516569,0.284615384615385,0.206642675063728,65
